+-------------------+------------------+-------------------+------------------+-------------------+
|      a-b-c-d      |     a-b-c-e      |      a-b-d-e      |     a-c-d-e      |      b-c-d-e      |
|  a20-b61-c77-d33  | a14-b33-c22-e78  |   a19-b93-d97-e5  | a16-c84-d85-e38  |  b21-c85-d91-e89  |
|  a20-b61-c77-d67  | a14-b33-c22-e95  |   a19-b93-d97-e6  | a16-c84-d85-e39  |   b21-c92-d5-e26  |
|  a20-b85-c45-d33  | a14-b33-c25-e78  |  a19-b93-d97-e11  | a16-c84-d85-e43  |   b21-c92-d5-e87  |
|  a20-b85-c45-d43  | a14-b33-c25-e95  |  a19-b93-d97-e20  | a16-c84-d85-e56  |   b21-c92-d5-e89  |
|  a20-b85-c45-d67  | a14-b33-c55-e78  |  a19-b93-d97-e96  | a16-c84-d85-e69  |   b21-c92-d5-e93  |
|   a20-b85-c77-d6  | a14-b33-c100-e78 |   a20-b5-d6-e88   | a16-c84-d85-e72  |   b21-c92-d15-e7  |
|  a20-b85-c77-d33  | a14-b33-c100-e95 |   a20-b5-d6-e99   | a16-c84-d95-e16  |  b21-c92-d15-e26  |
|  a20-b85-c77-d67  | a14-b49-c22-e78  |   a20-b5-d33-e88  | a16-c84-d95-e69  |  b21-c92-d15-e62  |
|  a20-b85-c87-d33  | a14-b49-c25-e30  |   a20-b5-d33-e99  | a16-c84-d95-e72  |  b21-c92-d15-e87  |
|  a20-b85-c87-d43  | a14-b49-c25-e50  |   a20-b5-d67-e88  | a17-c45-d22-e48  |  b21-c92-d15-e89  |
|   a21-b4-c34-d3   | a14-b49-c25-e78  |   a20-b5-d67-e99  | a17-c45-d22-e97  |  b21-c92-d15-e93  |
|   a21-b4-c58-d3   | a14-b49-c55-e30  |   a20-b15-d6-e88  | a17-c45-d33-e88  |   b21-c92-d20-e7  |
|   a21-b6-c14-d41  | a14-b49-c55-e78  |   a20-b15-d6-e99  | a17-c45-d33-e99  |  b21-c92-d20-e26  |
|   a21-b6-c14-d68  | a14-b49-c96-e30  |  a20-b15-d33-e88  | a17-c45-d43-e48  |  b21-c92-d20-e62  |
|   a21-b6-c14-d98  | a14-b49-c96-e50  |  a20-b15-d33-e99  | a17-c45-d43-e88  |  b21-c92-d20-e87  |
|   a21-b6-c34-d3   | a14-b49-c96-e78  |  a20-b15-d67-e88  | a17-c45-d43-e97  |  b21-c92-d20-e89  |
|   a21-b6-c34-d98  | a14-b74-c22-e78  |  a20-b15-d67-e99  | a17-c45-d43-e99  |  b21-c92-d20-e93  |
|   a21-b6-c58-d3   | a14-b74-c22-e95  |   a20-b61-d6-e88  | a17-c45-d67-e88  |   b21-c92-d56-e7  |
|   a21-b6-c58-d41  | a14-b74-c25-e78  |   a20-b61-d6-e99  | a17-c45-d67-e99  |  b21-c92-d56-e62  |
|   a21-b6-c58-d68  | a14-b74-c25-e95  |  a20-b61-d33-e88  | a17-c45-d90-e48  |  b21-c92-d56-e89  |
|   a21-b6-c58-d98  | a14-b74-c100-e78 |  a20-b61-d33-e99  | a17-c45-d90-e97  |   b21-c92-d91-e7  |
|  a21-b16-c14-d41  | a14-b74-c100-e95 |  a20-b61-d43-e88  | a17-c77-d33-e88  |  b21-c92-d91-e26  |
|  a21-b16-c14-d68  | a14-b80-c22-e78  |  a20-b61-d43-e97  | a17-c77-d33-e99  |  b21-c92-d91-e62  |
|  a21-b16-c14-d98  | a14-b80-c22-e95  |  a20-b61-d43-e99  | a17-c77-d67-e88  |  b21-c92-d91-e87  |
|  a21-b36-c14-d41  | a14-b80-c25-e30  |  a20-b61-d67-e88  | a17-c77-d67-e99  |  b21-c92-d91-e89  |
|  a21-b36-c14-d68  | a14-b80-c25-e78  |  a20-b61-d67-e99  | a17-c87-d22-e48  |  b21-c92-d91-e93  |
|  a21-b36-c14-d98  | a14-b80-c25-e95  |   a20-b85-d6-e88  | a17-c87-d22-e97  |   b22-c6-d28-e9   |
|  a21-b44-c14-d41  | a14-b80-c55-e30  |   a20-b85-d6-e99  | a17-c87-d33-e88  |   b22-c6-d28-e12  |
|  a21-b44-c14-d68  | a14-b80-c55-e78  |  a20-b85-d33-e88  | a17-c87-d33-e99  |   b22-c6-d28-e98  |
|  a21-b44-c14-d98  | a14-b80-c100-e78 |  a20-b85-d33-e99  | a17-c87-d43-e48  |   b22-c6-d54-e9   |
|   a21-b44-c34-d3  | a14-b80-c100-e95 |  a20-b85-d43-e88  | a17-c87-d43-e88  |   b22-c6-d54-e12  |
|  a21-b44-c34-d98  | a14-b97-c22-e78  |  a20-b85-d43-e97  | a17-c87-d43-e97  |   b22-c6-d54-e57  |
|   a21-b44-c58-d3  | a14-b97-c22-e95  |  a20-b85-d43-e99  | a17-c87-d43-e99  |   b22-c6-d54-e91  |
|  a21-b44-c58-d41  | a14-b97-c25-e30  |  a20-b85-d67-e88  | a17-c87-d90-e48  |   b22-c6-d54-e98  |
|  a21-b44-c58-d68  | a14-b97-c25-e78  |  a20-b85-d67-e99  | a17-c87-d90-e97  |   b22-c6-d83-e9   |
|  a21-b44-c58-d98  | a14-b97-c25-e95  |   a21-b4-d3-e31   |  a18-c2-d22-e68  |   b22-c6-d83-e12  |
|  a21-b75-c14-d41  | a14-b97-c55-e30  |   a21-b4-d3-e55   |  a18-c2-d22-e97  |   b22-c6-d83-e98  |
|   a21-b98-c58-d3  | a14-b97-c55-e78  |   a21-b4-d3-e70   |  a18-c2-d43-e68  |  b22-c27-d49-e24  |
|  a21-b98-c58-d41  | a14-b97-c100-e78 |   a21-b6-d3-e25   |  a18-c2-d43-e97  |  b22-c27-d49-e45  |
|  a21-b98-c58-d68  | a14-b97-c100-e95 |   a21-b6-d3-e55   |  a18-c2-d45-e68  |  b22-c27-d49-e58  |
|  a21-b98-c58-d98  | a15-b42-c41-e41  |   a21-b6-d41-e25  |  a18-c2-d45-e97  |  b22-c27-d49-e100 |
|   a22-b5-c45-d33  | a15-b42-c41-e72  |   a21-b6-d41-e42  |  a18-c2-d48-e68  |   b22-c47-d28-e9  |
|   a22-b5-c45-d67  | a15-b42-c61-e41  |   a21-b6-d41-e55  |  a18-c2-d50-e68  |  b22-c47-d28-e12  |
|   a22-b5-c77-d33  | a15-b42-c61-e72  |   a21-b6-d68-e25  |  a18-c2-d50-e97  |  b22-c47-d28-e98  |
|   a22-b5-c77-d67  | a15-b42-c73-e41  |   a21-b6-d68-e42  |  a18-c2-d65-e68  |   b22-c47-d54-e9  |
|  a22-b57-c19-d22  | a15-b42-c73-e72  |   a21-b6-d68-e55  |  a18-c2-d65-e97  |  b22-c47-d54-e12  |
|  a22-b57-c19-d43  | a15-b42-c84-e41  |   a21-b6-d98-e25  |  a18-c9-d13-e36  |  b22-c47-d54-e98  |
|  a22-b57-c19-d45  | a15-b42-c84-e72  |   a21-b6-d98-e42  |  a18-c9-d13-e68  |   b22-c47-d77-e9  |
|  a22-b57-c19-d50  | a15-b48-c41-e41  |   a21-b6-d98-e55  |  a18-c9-d48-e36  |  b22-c47-d77-e12  |
|  a22-b57-c19-d65  | a15-b48-c41-e72  |  a21-b16-d41-e25  |  a18-c9-d48-e68  |  b22-c47-d77-e98  |
|  a22-b57-c28-d45  | a15-b48-c41-e90  |  a21-b16-d41-e42  |  a18-c9-d49-e24  |   b22-c47-d83-e9  |
|  a22-b57-c28-d50  | a15-b48-c61-e36  |  a21-b16-d41-e55  |  a18-c9-d49-e45  |  b22-c47-d83-e12  |
|  a22-b57-c28-d65  | a15-b48-c61-e41  |  a21-b16-d68-e25  |  a18-c9-d50-e68  |  b22-c47-d83-e98  |
|  a22-b57-c81-d22  | a15-b48-c61-e52  |  a21-b16-d68-e42  |  a18-c9-d65-e24  |   b22-c63-d28-e9  |
|  a22-b57-c81-d43  | a15-b48-c61-e64  |  a21-b16-d68-e55  |  a18-c9-d65-e36  |  b22-c63-d28-e12  |
|  a22-b57-c81-d45  | a15-b48-c61-e72  |  a21-b16-d98-e25  |  a18-c9-d65-e45  |  b22-c63-d28-e98  |
|  a22-b57-c81-d50  | a15-b48-c61-e90  |  a21-b16-d98-e42  |  a18-c9-d65-e68  |  b22-c63-d46-e12  |
|  a22-b57-c81-d65  | a15-b48-c73-e36  |  a21-b16-d98-e55  |  a18-c9-d70-e24  |  b22-c63-d46-e24  |
|   a22-b61-c9-d49  | a15-b48-c73-e41  |  a21-b36-d41-e25  |  a18-c9-d70-e36  |  b22-c63-d46-e45  |
|   a22-b61-c9-d65  | a15-b48-c73-e52  |  a21-b36-d41-e42  |  a18-c9-d70-e45  |  b22-c63-d49-e12  |
|   a22-b61-c9-d93  | a15-b48-c73-e64  |  a21-b36-d41-e55  |  a18-c9-d70-e68  |  b22-c63-d49-e24  |
|  a22-b61-c10-d49  | a15-b48-c73-e72  |  a21-b36-d68-e25  |  a18-c9-d93-e24  |  b22-c63-d49-e45  |
|  a22-b61-c10-d65  | a15-b48-c73-e90  |  a21-b36-d68-e42  |  a18-c9-d93-e36  |   b22-c63-d69-e9  |
|  a22-b61-c10-d93  | a15-b48-c84-e36  |  a21-b36-d68-e55  |  a18-c9-d93-e45  |  b22-c63-d69-e12  |
|  a22-b61-c12-d49  | a15-b48-c84-e41  |  a21-b36-d98-e25  |  a18-c9-d93-e68  |  b22-c63-d69-e24  |
|  a22-b61-c12-d65  | a15-b48-c84-e72  |  a21-b36-d98-e42  | a18-c10-d13-e36  |  b22-c63-d69-e45  |
|  a22-b61-c12-d93  | a15-b48-c84-e90  |  a21-b36-d98-e55  | a18-c10-d13-e68  |  b22-c63-d69-e98  |
|  a22-b61-c45-d33  | a15-b48-c86-e36  |   a21-b44-d3-e25  | a18-c10-d49-e24  |   b22-c63-d77-e9  |
|  a22-b61-c45-d43  | a15-b48-c86-e41  |   a21-b44-d3-e31  | a18-c10-d49-e45  |  b22-c63-d77-e12  |
|  a22-b61-c45-d67  | a15-b48-c86-e52  |   a21-b44-d3-e55  | a18-c10-d65-e24  |  b22-c63-d77-e98  |
|  a22-b61-c77-d33  | a15-b48-c86-e64  |   a21-b44-d3-e70  | a18-c10-d65-e36  |   b22-c63-d83-e9  |
|  a22-b61-c77-d67  | a15-b53-c16-e39  |  a21-b44-d41-e25  | a18-c10-d65-e45  |  b22-c63-d83-e12  |
|  a22-b61-c81-d43  | a15-b53-c16-e43  |  a21-b44-d41-e42  | a18-c10-d65-e68  |  b22-c63-d83-e98  |
|  a22-b61-c81-d49  | a15-b53-c16-e72  |  a21-b44-d41-e55  | a18-c10-d70-e24  |  b22-c69-d49-e12  |
|  a22-b61-c81-d65  | a15-b53-c16-e90  |  a21-b44-d68-e25  | a18-c10-d70-e36  |  b22-c69-d49-e58  |
|  a22-b61-c81-d93  | a15-b53-c41-e39  |  a21-b44-d68-e31  | a18-c10-d70-e45  |  b22-c69-d49-e100 |
|   a22-b85-c9-d49  | a15-b53-c41-e43  |  a21-b44-d68-e42  | a18-c10-d70-e68  |  b22-c74-d46-e12  |
|   a22-b85-c9-d50  | a15-b53-c41-e72  |  a21-b44-d68-e55  | a18-c10-d93-e24  |  b22-c74-d46-e24  |
|   a22-b85-c9-d65  | a15-b53-c41-e90  |  a21-b44-d98-e25  | a18-c10-d93-e36  |  b22-c74-d46-e45  |
|   a22-b85-c9-d93  | a15-b53-c49-e39  |  a21-b44-d98-e31  | a18-c10-d93-e45  |  b22-c74-d49-e12  |
|  a22-b85-c10-d49  | a15-b53-c49-e43  |  a21-b44-d98-e42  | a18-c10-d93-e68  |  b22-c74-d49-e24  |
|  a22-b85-c10-d65  | a15-b53-c49-e72  |  a21-b44-d98-e55  | a18-c12-d13-e36  |  b22-c74-d49-e45  |
|  a22-b85-c10-d93  | a15-b53-c49-e90  |  a21-b75-d41-e25  | a18-c12-d13-e68  |  b22-c74-d49-e58  |
|  a22-b85-c12-d49  | a15-b69-c16-e33  |  a21-b75-d41-e42  | a18-c12-d49-e24  |  b22-c74-d49-e100 |
|  a22-b85-c12-d50  | a15-b69-c16-e39  |   a21-b98-d3-e25  | a18-c12-d49-e45  |   b22-c74-d69-e9  |
|  a22-b85-c12-d65  | a15-b69-c16-e43  |   a21-b98-d3-e31  | a18-c12-d50-e68  |  b22-c74-d69-e12  |
|  a22-b85-c12-d93  | a15-b69-c16-e72  |   a21-b98-d3-e55  | a18-c12-d65-e24  |  b22-c74-d69-e24  |
|  a22-b85-c45-d33  | a15-b69-c16-e90  |  a21-b98-d41-e25  | a18-c12-d65-e36  |  b22-c74-d69-e45  |
|  a22-b85-c45-d43  | a15-b69-c41-e39  |  a21-b98-d41-e42  | a18-c12-d65-e45  |  b22-c74-d69-e98  |
|  a22-b85-c45-d50  | a15-b69-c41-e43  |  a21-b98-d41-e55  | a18-c12-d65-e68  |  b22-c76-d46-e12  |
|  a22-b85-c45-d67  | a15-b69-c41-e72  |  a21-b98-d68-e25  | a18-c12-d70-e24  |  b22-c76-d46-e24  |
|  a22-b85-c77-d33  | a15-b69-c41-e90  |  a21-b98-d68-e31  | a18-c12-d70-e36  |  b22-c76-d46-e45  |
|  a22-b85-c77-d67  | a15-b69-c49-e39  |  a21-b98-d68-e42  | a18-c12-d70-e45  |  b22-c76-d49-e12  |
|  a22-b85-c81-d43  | a15-b69-c49-e43  |  a21-b98-d68-e55  | a18-c12-d70-e68  |  b22-c76-d49-e24  |
|  a22-b85-c81-d49  | a15-b69-c49-e72  |  a21-b98-d98-e25  | a18-c12-d93-e24  |  b22-c76-d49-e45  |
|  a22-b85-c81-d50  | a15-b69-c49-e90  |  a21-b98-d98-e31  | a18-c12-d93-e36  |  b22-c76-d49-e58  |
|  a22-b85-c81-d65  | a15-b69-c73-e54  |  a21-b98-d98-e42  | a18-c12-d93-e45  |  b22-c76-d49-e100 |
|  a22-b85-c81-d93  | a15-b69-c73-e72  |  a21-b98-d98-e55  | a18-c12-d93-e68  |   b22-c76-d69-e9  |
|  a22-b85-c87-d33  | a15-b69-c73-e90  |   a22-b5-d33-e88  | a18-c19-d22-e68  |  b22-c76-d69-e12  |
|  a22-b85-c87-d43  | a15-b69-c82-e33  |   a22-b5-d33-e99  | a18-c19-d22-e97  |  b22-c76-d69-e24  |
|   a23-b57-c2-d22  | a15-b69-c82-e54  |   a22-b5-d67-e88  | a18-c19-d43-e68  |  b22-c76-d69-e45  |
|   a23-b57-c2-d43  | a15-b69-c82-e90  |   a22-b5-d67-e99  | a18-c19-d43-e97  |  b22-c76-d69-e98  |
|   a23-b57-c2-d45  | a15-b69-c84-e39  |  a22-b57-d22-e68  | a18-c19-d45-e68  |  b22-c89-d46-e12  |
|   a23-b57-c2-d50  | a15-b69-c84-e43  |  a22-b57-d22-e97  | a18-c19-d45-e97  |  b22-c89-d46-e24  |
|   a23-b57-c2-d65  | a15-b69-c84-e72  |  a22-b57-d43-e68  | a18-c19-d48-e68  |  b22-c89-d46-e45  |
|  a23-b57-c19-d22  | a15-b69-c84-e90  |  a22-b57-d43-e97  | a18-c19-d50-e68  |  b22-c89-d49-e12  |
|  a23-b57-c19-d43  | a15-b99-c16-e39  |  a22-b57-d45-e68  | a18-c19-d50-e97  |  b22-c89-d49-e24  |
|  a23-b57-c19-d45  | a15-b99-c16-e43  |  a22-b57-d45-e97  | a18-c19-d65-e68  |  b22-c89-d49-e45  |
|  a23-b57-c19-d50  | a15-b99-c16-e72  |  a22-b57-d50-e68  | a18-c19-d65-e97  |  b22-c89-d69-e12  |
|  a23-b57-c19-d65  | a15-b99-c16-e90  |  a22-b57-d50-e97  | a18-c28-d13-e36  |  b22-c89-d69-e24  |
|  a23-b57-c81-d22  | a15-b99-c41-e39  |  a22-b57-d65-e68  | a18-c28-d13-e68  |  b22-c89-d69-e45  |
|  a23-b57-c81-d43  | a15-b99-c41-e41  |  a22-b57-d65-e97  | a18-c28-d45-e68  |  b22-c98-d46-e12  |
|  a23-b57-c81-d45  | a15-b99-c41-e43  |  a22-b61-d33-e88  | a18-c28-d48-e36  |  b22-c98-d46-e24  |
|  a23-b57-c81-d50  | a15-b99-c41-e72  |  a22-b61-d33-e99  | a18-c28-d48-e68  |  b22-c98-d46-e45  |
|  a23-b57-c81-d65  | a15-b99-c41-e90  |  a22-b61-d43-e88  | a18-c28-d50-e68  |  b22-c98-d49-e12  |
|   a23-b61-c9-d65  | a15-b99-c49-e39  |  a22-b61-d43-e97  | a18-c28-d65-e36  |  b22-c98-d49-e24  |
|   a23-b61-c9-d93  | a15-b99-c49-e41  |  a22-b61-d43-e99  | a18-c28-d65-e68  |  b22-c98-d49-e45  |
|  a23-b61-c12-d65  | a15-b99-c49-e43  |  a22-b61-d49-e45  | a18-c28-d70-e36  |  b22-c98-d49-e58  |
|  a23-b61-c12-d93  | a15-b99-c49-e72  |  a22-b61-d65-e45  | a18-c28-d70-e68  |  b22-c98-d49-e100 |
|  a23-b61-c45-d33  | a15-b99-c49-e90  |  a22-b61-d65-e97  | a18-c28-d93-e36  |   b22-c98-d69-e9  |
|  a23-b61-c45-d43  | a15-b99-c61-e41  |  a22-b61-d67-e88  | a18-c28-d93-e68  |  b22-c98-d69-e12  |
|  a23-b61-c77-d33  | a15-b99-c61-e72  |  a22-b61-d67-e99  | a18-c45-d22-e97  |  b22-c98-d69-e24  |
|  a23-b61-c81-d43  | a15-b99-c61-e90  |  a22-b61-d93-e45  | a18-c45-d43-e97  |  b22-c98-d69-e45  |
|  a23-b61-c81-d65  | a15-b99-c73-e41  |  a22-b85-d33-e88  | a18-c45-d50-e97  |  b22-c98-d69-e98  |
|  a23-b61-c81-d93  | a15-b99-c73-e72  |  a22-b85-d33-e99  | a18-c53-d13-e68  |   b22-c99-d28-e9  |
|   a23-b83-c2-d22  | a15-b99-c73-e90  |  a22-b85-d43-e88  | a18-c53-d22-e68  |  b22-c99-d28-e12  |
|   a23-b83-c2-d43  | a15-b99-c84-e39  |  a22-b85-d43-e97  | a18-c53-d45-e68  |  b22-c99-d28-e98  |
|   a23-b83-c2-d45  | a15-b99-c84-e41  |  a22-b85-d43-e99  | a18-c53-d48-e68  |  b22-c99-d46-e12  |
|   a23-b83-c2-d50  | a15-b99-c84-e43  |  a22-b85-d49-e45  | a18-c53-d50-e68  |   b22-c99-d54-e9  |
|   a23-b83-c2-d65  | a15-b99-c84-e72  |  a22-b85-d50-e97  | a18-c53-d65-e68  |  b22-c99-d54-e12  |
|   a23-b83-c2-d90  | a15-b99-c84-e90  |  a22-b85-d65-e45  | a18-c81-d13-e36  |  b22-c99-d54-e98  |
|  a23-b83-c19-d22  |  a16-b4-c16-e38  |  a22-b85-d65-e97  | a18-c81-d13-e68  |   b22-c99-d69-e9  |
|  a23-b83-c19-d43  |  a16-b4-c16-e39  |  a22-b85-d67-e88  | a18-c81-d22-e68  |  b22-c99-d69-e12  |
|  a23-b83-c19-d45  |  a16-b4-c16-e43  |  a22-b85-d67-e99  | a18-c81-d22-e97  |  b22-c99-d69-e98  |
|  a23-b83-c19-d50  |  a16-b4-c16-e56  |  a22-b85-d93-e45  | a18-c81-d43-e68  |   b22-c99-d77-e9  |
|  a23-b83-c19-d65  |  a16-b4-c16-e70  |  a23-b57-d22-e15  | a18-c81-d43-e97  |  b22-c99-d77-e12  |
|  a23-b83-c19-d90  |  a16-b4-c26-e16  |  a23-b57-d22-e68  | a18-c81-d45-e68  |  b22-c99-d77-e98  |
|   a23-b85-c9-d50  |  a16-b4-c26-e38  |  a23-b57-d22-e97  | a18-c81-d45-e97  |   b22-c99-d83-e9  |
|   a23-b85-c9-d65  |  a16-b4-c26-e70  |  a23-b57-d43-e15  | a18-c81-d48-e36  |  b22-c99-d83-e12  |
|   a23-b85-c9-d93  |  a16-b4-c34-e16  |  a23-b57-d43-e68  | a18-c81-d48-e68  |  b22-c99-d83-e98  |
|  a23-b85-c12-d50  |  a16-b4-c34-e38  |  a23-b57-d43-e97  | a18-c81-d49-e24  |  b23-c14-d26-e21  |
|  a23-b85-c12-d65  |  a16-b4-c34-e39  |  a23-b57-d45-e15  | a18-c81-d49-e45  |  b23-c14-d26-e25  |
|  a23-b85-c12-d93  |  a16-b4-c34-e43  |  a23-b57-d45-e68  | a18-c81-d50-e68  |  b23-c14-d26-e42  |
|  a23-b85-c45-d33  |  a16-b4-c34-e56  |  a23-b57-d45-e97  | a18-c81-d50-e97  |  b23-c14-d26-e51  |
|  a23-b85-c45-d43  |  a16-b4-c34-e70  |  a23-b57-d50-e15  | a18-c81-d65-e24  |  b23-c14-d26-e75  |
|  a23-b85-c45-d50  |  a16-b4-c49-e16  |  a23-b57-d50-e68  | a18-c81-d65-e36  |  b23-c14-d26-e86  |
|  a23-b85-c77-d33  |  a16-b4-c49-e38  |  a23-b57-d50-e97  | a18-c81-d65-e45  |  b23-c14-d26-e92  |
|  a23-b85-c81-d43  |  a16-b4-c49-e39  |  a23-b57-d65-e68  | a18-c81-d65-e68  |  b23-c14-d26-e94  |
|  a23-b85-c81-d50  |  a16-b4-c49-e43  |  a23-b57-d65-e97  | a18-c81-d65-e97  |  b23-c14-d41-e25  |
|  a23-b85-c81-d65  |  a16-b4-c49-e56  |  a23-b61-d33-e88  | a18-c81-d70-e24  |  b23-c14-d41-e42  |
|  a23-b85-c81-d93  |  a16-b4-c49-e70  |  a23-b61-d33-e99  | a18-c81-d70-e36  |  b23-c14-d41-e51  |
|  a23-b85-c87-d33  |  a16-b4-c66-e16  |  a23-b61-d43-e88  | a18-c81-d70-e45  |  b23-c14-d41-e75  |
|  a23-b85-c87-d43  |  a16-b4-c66-e38  |  a23-b61-d43-e97  | a18-c81-d70-e68  |  b23-c14-d41-e92  |
|  a24-b14-c63-d46  |  a16-b4-c66-e39  |  a23-b61-d43-e99  | a18-c81-d93-e24  |   b23-c22-d1-e21  |
|  a24-b14-c63-d69  |  a16-b4-c66-e56  |  a23-b61-d65-e97  | a18-c81-d93-e36  |   b23-c22-d1-e75  |
|  a24-b14-c76-d46  |  a16-b4-c66-e70  |  a23-b83-d22-e15  | a18-c81-d93-e45  |   b23-c22-d1-e86  |
|  a24-b14-c76-d69  | a16-b18-c26-e16  |  a23-b83-d22-e68  | a18-c81-d93-e68  |   b23-c22-d1-e94  |
|  a24-b14-c99-d46  | a16-b18-c26-e38  |  a23-b83-d22-e97  | a18-c86-d13-e36  |  b23-c22-d16-e21  |
|  a24-b14-c99-d69  | a16-b18-c26-e70  |  a23-b83-d43-e15  | a18-c86-d48-e36  |  b23-c22-d16-e75  |
|  a24-b17-c47-d28  | a16-b18-c34-e16  |  a23-b83-d43-e68  | a18-c86-d65-e24  |  b23-c22-d16-e86  |
|  a24-b17-c47-d54  | a16-b18-c34-e38  |  a23-b83-d43-e97  | a18-c86-d65-e36  |  b23-c22-d16-e94  |
|  a24-b17-c47-d77  | a16-b18-c34-e39  |  a23-b83-d45-e15  | a18-c86-d65-e45  |  b23-c22-d26-e21  |
|  a24-b17-c47-d83  | a16-b18-c34-e43  |  a23-b83-d45-e68  | a18-c86-d70-e24  |  b23-c22-d26-e75  |
|  a24-b17-c47-d95  | a16-b18-c34-e56  |  a23-b83-d45-e97  | a18-c86-d70-e36  |  b23-c22-d26-e86  |
|  a24-b17-c47-d99  | a16-b18-c34-e70  |  a23-b83-d50-e15  | a18-c86-d70-e45  |  b23-c22-d26-e94  |
|  a24-b17-c99-d28  | a16-b18-c41-e16  |  a23-b83-d50-e68  | a18-c86-d93-e24  |  b23-c22-d55-e21  |
|  a24-b17-c99-d54  | a16-b18-c41-e38  |  a23-b83-d50-e97  | a18-c86-d93-e36  |  b23-c22-d55-e86  |
|  a24-b17-c99-d77  | a16-b18-c41-e39  |  a23-b83-d65-e68  | a18-c86-d93-e45  |  b23-c22-d55-e94  |
|  a24-b17-c99-d83  | a16-b18-c41-e43  |  a23-b83-d65-e97  | a18-c89-d13-e36  |  b23-c22-d88-e21  |
|  a24-b17-c99-d95  | a16-b18-c41-e56  |  a23-b83-d90-e15  | a18-c89-d49-e24  |  b23-c22-d88-e75  |
|  a24-b17-c99-d99  | a16-b18-c41-e69  |  a23-b83-d90-e97  | a18-c89-d49-e45  |  b23-c22-d88-e86  |
|  a24-b20-c47-d28  | a16-b18-c41-e70  |  a23-b85-d33-e88  | a18-c89-d65-e24  |  b23-c22-d88-e94  |
|  a24-b20-c47-d54  | a16-b18-c41-e72  |  a23-b85-d33-e99  | a18-c89-d65-e36  |   b23-c29-d1-e21  |
|  a24-b20-c47-d77  | a16-b18-c49-e16  |  a23-b85-d43-e88  | a18-c89-d65-e45  |   b23-c29-d1-e51  |
|  a24-b20-c47-d83  | a16-b18-c49-e38  |  a23-b85-d43-e97  | a18-c89-d70-e24  |   b23-c29-d1-e75  |
|  a24-b20-c47-d95  | a16-b18-c49-e39  |  a23-b85-d43-e99  | a18-c89-d70-e36  |   b23-c29-d1-e86  |
|  a24-b20-c47-d99  | a16-b18-c49-e43  |  a23-b85-d50-e97  | a18-c89-d70-e45  |   b23-c29-d1-e92  |
|  a24-b20-c63-d28  | a16-b18-c49-e56  |  a23-b85-d65-e97  | a18-c89-d93-e24  |   b23-c29-d1-e94  |
|  a24-b20-c63-d46  | a16-b18-c49-e70  |  a24-b14-d46-e12  | a18-c89-d93-e36  |  b23-c29-d16-e21  |
|  a24-b20-c63-d69  | a16-b18-c49-e72  |  a24-b14-d46-e24  | a18-c89-d93-e45  |  b23-c29-d16-e51  |
|  a24-b20-c63-d77  | a16-b18-c66-e16  |   a24-b14-d69-e9  |  a19-c3-d73-e2   |  b23-c29-d16-e75  |
|  a24-b20-c63-d81  | a16-b18-c66-e38  |  a24-b14-d69-e12  |  a19-c3-d73-e20  |  b23-c29-d16-e86  |
|  a24-b20-c63-d83  | a16-b18-c66-e39  |  a24-b14-d69-e24  |  a19-c3-d73-e46  |  b23-c29-d16-e94  |
|  a24-b20-c63-d85  | a16-b18-c66-e56  |  a24-b14-d69-e98  |  a19-c3-d73-e84  |  b23-c29-d26-e21  |
|  a24-b20-c63-d95  | a16-b18-c66-e70  |   a24-b17-d28-e8  |  a19-c3-d84-e2   |  b23-c29-d26-e25  |
|  a24-b20-c63-d99  | a16-b18-c84-e16  |  a24-b17-d28-e69  |  a19-c3-d84-e20  |  b23-c29-d26-e42  |
|  a24-b20-c76-d46  | a16-b18-c84-e38  |  a24-b17-d28-e71  |  a19-c3-d84-e46  |  b23-c29-d26-e51  |
|  a24-b20-c76-d69  | a16-b18-c84-e39  |   a24-b17-d54-e8  |  a19-c3-d84-e84  |  b23-c29-d26-e75  |
|  a24-b20-c84-d46  | a16-b18-c84-e43  |   a24-b17-d77-e8  |  a19-c51-d37-e5  |  b23-c29-d26-e86  |
|  a24-b20-c84-d77  | a16-b18-c84-e56  |  a24-b17-d77-e69  |  a19-c51-d37-e6  |  b23-c29-d26-e92  |
|  a24-b20-c84-d81  | a16-b18-c84-e69  |  a24-b17-d77-e71  | a19-c51-d37-e11  |  b23-c29-d26-e94  |
|  a24-b20-c84-d85  | a16-b18-c84-e72  |   a24-b17-d83-e8  | a19-c51-d37-e20  |  b23-c29-d55-e21  |
|  a24-b20-c84-d95  | a16-b24-c41-e16  |  a24-b17-d83-e69  | a19-c51-d37-e96  |  b23-c29-d55-e86  |
|  a24-b20-c84-d99  | a16-b24-c41-e69  |  a24-b17-d83-e71  |  a19-c51-d73-e5  |  b23-c29-d55-e92  |
|  a24-b20-c99-d28  | a16-b24-c41-e72  |   a24-b17-d95-e8  |  a19-c51-d73-e6  |  b23-c29-d55-e94  |
|  a24-b20-c99-d46  | a16-b24-c84-e16  |  a24-b17-d95-e69  | a19-c51-d73-e20  |  b23-c29-d88-e21  |
|  a24-b20-c99-d54  | a16-b24-c84-e69  |  a24-b17-d95-e71  | a19-c51-d73-e96  |  b23-c29-d88-e51  |
