+--------------+---------------+--------------+--------------+--------------+--------------+---------------+--------------+---------------+--------------+
|    a-b-c     |     a-b-d     |    a-b-e     |    a-c-d     |    a-c-e     |    a-d-e     |     b-c-d     |    b-c-e     |     b-d-e     |    c-d-e     |
| a53-b23-c72  |  a50-b66-d99  |  a47-b45-e7  |  a50-c61-d4  | a44-c54-e57  | a47-d56-e62  |  b54-c11-d47  | b46-c64-e30  |  b52-d38-e34  | c49-d47-e43  |
| a53-b23-c75  |   a50-b99-d4  | a47-b45-e26  | a50-c61-d24  | a44-c54-e60  | a47-d56-e89  |  b54-c11-d76  | b46-c64-e33  |  b52-d38-e40  | c49-d47-e56  |
| a53-b23-c80  |  a50-b99-d24  | a47-b45-e62  | a50-c61-d34  |  a44-c67-e9  |  a47-d91-e7  |   b54-c21-d3  | b46-c64-e90  |  b52-d38-e59  | c49-d47-e70  |
| a53-b36-c14  |  a50-b99-d34  | a47-b45-e89  | a50-c61-d46  | a44-c67-e19  | a47-d91-e26  |  b54-c21-d27  |  b47-c4-e14  |  b52-d38-e67  | c49-d47-e72  |
| a53-b36-c29  |  a50-b99-d85  | a47-b45-e93  | a50-c61-d70  | a44-c67-e57  | a47-d91-e62  |  b54-c21-d38  |  b47-c4-e66  |   b52-d78-e4  | c49-d71-e39  |
| a53-b36-c32  |  a50-b99-d95  |  a47-b56-e7  | a50-c61-d81  | a44-c67-e60  | a47-d91-e87  |  b54-c21-d76  | b47-c23-e14  |  b52-d78-e40  | c49-d71-e41  |
| a53-b36-c50  |  a50-b99-d99  | a47-b56-e26  | a50-c61-d85  | a44-c67-e91  | a47-d91-e89  |   b54-c26-d2  | b47-c23-e17  |  b52-d78-e59  | c49-d71-e43  |
| a53-b36-c55  |   a51-b5-d6   | a47-b56-e62  | a50-c61-d99  | a44-c67-e98  | a47-d91-e93  |   b54-c26-d3  | b47-c23-e66  |   b53-d4-e39  | c49-d71-e56  |
| a53-b36-c72  |   a51-b5-d9   | a47-b56-e87  | a50-c61-d100 | a44-c69-e12  | a47-d92-e26  |  b54-c26-d27  | b47-c23-e77  |   b53-d4-e43  | c49-d71-e72  |
| a53-b36-c75  |   a51-b5-d33  | a47-b56-e89  | a50-c63-d46  | a44-c69-e57  | a47-d92-e87  |  b54-c26-d36  | b47-c37-e77  |   b53-d4-e56  | c49-d71-e73  |
| a53-b36-c80  |   a51-b5-d49  | a47-b56-e93  | a50-c63-d69  | a44-c69-e58  | a47-d92-e89  |  b54-c26-d38  | b47-c42-e77  |   b53-d4-e72  | c49-d71-e90  |
| a53-b70-c22  |   a51-b5-d58  | a47-b72-e26  | a50-c63-d70  | a44-c69-e60  | a47-d92-e93  |  b54-c26-d47  | b47-c91-e17  |   b53-d4-e90  | c49-d85-e16  |
| a53-b70-c29  |   a51-b5-d67  | a47-b72-e87  | a50-c63-d77  | a44-c69-e91  |  a48-d19-e5  |  b54-c38-d36  | b47-c91-e66  |  b53-d24-e38  | c49-d85-e38  |
| a53-b70-c32  |   a51-b15-d6  | a47-b72-e89  | a50-c63-d81  | a44-c69-e98  |  a48-d19-e6  |  b54-c38-d38  | b47-c95-e14  |  b53-d24-e39  | c49-d85-e39  |
| a53-b70-c50  |   a51-b15-d9  | a47-b72-e93  | a50-c63-d85  | a44-c69-e100 | a48-d19-e11  |  b54-c38-d78  | b47-c95-e77  |  b53-d24-e43  | c49-d85-e41  |
| a53-b70-c75  |  a51-b15-d33  |  a48-b3-e5   | a50-c63-d95  | a44-c71-e57  |  a48-d21-e5  |   b54-c48-d3  |  b48-c9-e24  |  b53-d24-e56  | c49-d85-e43  |
| a53-b70-c80  |  a51-b15-d49  |  a48-b3-e6   | a50-c63-d99  | a44-c71-e58  |  a48-d21-e6  |  b54-c48-d27  |  b48-c9-e36  |  b53-d24-e72  | c49-d85-e56  |
| a53-b75-c14  |  a51-b15-d58  |  a48-b3-e11  |  a50-c73-d4  | a44-c71-e60  | a48-d21-e11  |  b54-c48-d36  |  b48-c9-e64  |  b53-d24-e73  | c49-d85-e72  |
| a53-b75-c29  |  a51-b15-d67  |  a48-b27-e5  | a50-c73-d24  | a44-c71-e91  |  a48-d37-e5  |  b54-c48-d38  | b48-c28-e36  |  b53-d24-e90  | c49-d85-e90  |
| a53-b75-c32  |   a51-b61-d6  |  a48-b27-e6  | a50-c73-d34  | a44-c71-e100 |  a48-d37-e6  |  b54-c48-d76  | b48-c28-e52  |  b53-d34-e38  |  c50-d1-e21  |
| a53-b75-c50  |   a51-b61-d9  | a48-b27-e96  | a50-c73-d46  |  a44-c74-e9  | a48-d37-e11  |  b54-c52-d36  | b48-c28-e64  |  b53-d34-e39  |  c50-d1-e51  |
| a53-b75-c55  |  a51-b61-d33  |  a48-b43-e5  | a50-c73-d70  | a44-c74-e12  | a48-d37-e96  |  b54-c52-d38  | b48-c41-e41  |  b53-d34-e43  |  c50-d1-e75  |
| a53-b75-c72  |  a51-b61-d43  |  a48-b43-e6  | a50-c73-d81  | a44-c74-e57  |  a48-d53-e5  |  b54-c52-d76  | b48-c41-e72  |  b53-d34-e56  |  c50-d1-e86  |
| a53-b75-c75  |  a51-b61-d49  | a48-b43-e11  | a50-c73-d85  | a44-c74-e58  |  a48-d53-e6  |  b54-c52-d78  | b48-c41-e90  |  b53-d34-e70  |  c50-d1-e92  |
| a53-b75-c80  |  a51-b61-d58  | a48-b43-e96  | a50-c73-d99  | a44-c74-e91  | a48-d53-e11  |   b54-c66-d2  | b48-c61-e36  |  b53-d34-e72  |  c50-d1-e94  |
| a53-b80-c22  |  a51-b61-d67  |  a48-b93-e5  | a50-c73-d100 | a44-c74-e98  |  a48-d82-e5  |   b54-c66-d3  | b48-c61-e41  |  b53-d34-e90  | c50-d16-e21  |
| a53-b80-c29  |  a51-b61-d93  |  a48-b93-e6  |  a50-c84-d4  | a44-c74-e100 |  a48-d82-e6  |  b54-c66-d27  | b48-c61-e52  |  b53-d71-e30  | c50-d16-e51  |
| a53-b80-c50  |   a51-b85-d6  | a48-b93-e11  | a50-c84-d24  | a44-c91-e19  | a48-d82-e11  |  b54-c66-d38  | b48-c61-e64  |  b53-d71-e39  | c50-d16-e75  |
| a53-b80-c55  |  a51-b85-d33  | a48-b93-e96  | a50-c84-d34  | a44-c91-e57  |  a48-d84-e5  |  b54-c66-d47  | b48-c61-e72  |  b53-d71-e43  | c50-d16-e86  |
| a53-b80-c72  |  a51-b85-d43  | a49-b40-e14  | a50-c84-d46  |  a45-c17-e5  |  a48-d84-e6  |  b54-c68-d27  | b48-c61-e90  |  b53-d71-e56  | c50-d16-e94  |
| a53-b80-c75  |  a51-b85-d49  | a49-b40-e66  | a50-c84-d77  | a45-c17-e11  | a48-d84-e96  |  b54-c68-d36  | b48-c63-e24  |  b53-d71-e72  | c50-d26-e21  |
| a53-b80-c80  |  a51-b85-d67  | a49-b40-e77  | a50-c84-d81  | a45-c17-e37  |  a48-d86-e5  |  b54-c68-d38  | b48-c63-e36  |  b53-d71-e73  | c50-d26-e42  |
| a53-b97-c22  |  a51-b85-d93  | a49-b47-e14  | a50-c84-d85  |  a45-c36-e5  |  a48-d86-e6  |  b54-c68-d76  | b48-c63-e41  |  b53-d71-e90  | c50-d26-e51  |
| a53-b97-c50  |  a52-b17-d28  | a49-b47-e66  | a50-c84-d95  | a45-c36-e11  | a48-d86-e11  |  b54-c68-d78  | b48-c73-e36  |   b54-d2-e34  | c50-d26-e75  |
| a53-b97-c55  |  a52-b17-d77  | a49-b47-e77  | a50-c84-d99  | a45-c36-e15  | a48-d86-e96  |  b54-c93-d36  | b48-c73-e41  |   b54-d2-e70  | c50-d26-e86  |
| a53-b97-c75  |  a52-b17-d95  | a49-b59-e22  | a50-c84-d100 | a45-c36-e37  |  a48-d87-e5  |  b54-c93-d38  | b48-c73-e52  |   b54-d3-e4   | c50-d26-e92  |
| a53-b97-c80  |  a52-b17-d99  | a49-b59-e28  | a50-c86-d46  | a45-c36-e81  |  a48-d87-e6  |  b54-c93-d76  | b48-c73-e64  |   b54-d3-e31  | c50-d26-e94  |
| a54-b26-c25  |   a52-b18-d2  | a49-b59-e47  | a50-c86-d69  | a45-c70-e11  | a48-d87-e11  |  b54-c93-d78  | b48-c73-e72  |   b54-d3-e67  | c50-d52-e86  |
| a54-b26-c64  |  a52-b18-d34  | a49-b59-e53  | a50-c86-d70  | a45-c70-e15  |  a48-d97-e5  |   b55-c6-d32  | b48-c73-e90  |   b54-d3-e70  | c50-d52-e94  |
| a54-b26-c96  |  a52-b18-d47  | a49-b59-e63  | a50-c86-d81  | a45-c70-e37  |  a48-d97-e6  |   b55-c6-d39  | b48-c84-e36  |   b54-d3-e74  | c50-d55-e21  |
|  a54-b34-c3  |  a52-b18-d85  | a49-b64-e14  | a50-c86-d100 | a45-c70-e48  | a48-d97-e11  |   b55-c6-d42  | b48-c84-e41  |   b54-d27-e4  | c50-d55-e86  |
|  a54-b34-c7  |  a52-b18-d95  | a49-b64-e28  | a50-c89-d46  | a45-c70-e81  | a48-d97-e96  |   b55-c6-d54  | b48-c84-e72  |  b54-d27-e31  | c50-d55-e92  |
| a54-b34-c30  |  a52-b24-d28  | a49-b64-e53  | a50-c89-d69  |  a45-c97-e5  | a49-d14-e14  |   b55-c8-d39  | b48-c84-e90  |  b54-d27-e40  | c50-d55-e94  |
| a54-b34-c64  |  a52-b24-d77  | a49-b64-e63  | a50-c89-d70  | a45-c97-e11  | a49-d14-e22  |   b55-c8-d42  | b48-c86-e24  |  b54-d27-e67  | c50-d88-e21  |
| a54-b34-c82  |  a52-b24-d85  | a49-b64-e66  | a50-c89-d81  | a45-c97-e37  | a49-d14-e77  |   b55-c8-d44  | b48-c86-e36  |  b54-d27-e74  | c50-d88-e51  |
|  a54-b63-c3  |  a52-b24-d95  | a49-b68-e14  | a50-c99-d46  | a45-c97-e81  | a49-d31-e14  |   b55-c8-d56  | b48-c86-e41  |   b54-d36-e4  | c50-d88-e75  |
|  a54-b63-c7  |  a52-b24-d99  | a49-b68-e28  | a50-c99-d69  |  a46-c8-e17  | a49-d31-e22  |  b55-c18-d39  | b48-c86-e52  |  b54-d36-e34  | c50-d88-e86  |
| a54-b63-c30  |  a52-b39-d28  | a49-b68-e53  | a50-c99-d77  |  a46-c8-e19  | a49-d31-e47  |  b55-c18-d42  | b48-c86-e64  |  b54-d36-e40  | c50-d88-e94  |
| a54-b63-c64  |  a52-b39-d77  | a49-b68-e63  | a50-c99-d95  | a46-c23-e14  | a49-d31-e53  |  b55-c18-d44  | b48-c89-e24  |  b54-d36-e59  |  c51-d19-e5  |
| a54-b63-c82  |  a52-b39-d95  | a49-b68-e66  | a50-c99-d99  | a46-c23-e17  | a49-d31-e63  |  b55-c54-d44  | b48-c89-e36  |  b54-d36-e67  |  c51-d19-e6  |
| a54-b63-c96  |  a52-b39-d99  | a49-b71-e14  | a51-c10-d49  | a46-c23-e66  | a49-d60-e22  |  b55-c54-d56  | b48-c89-e41  |   b54-d38-e4  | c51-d19-e11  |
|  a54-b82-c3  |  a52-b42-d28  | a49-b71-e22  | a51-c10-d93  | a46-c23-e77  | a49-d60-e77  |  b55-c67-d32  | b49-c22-e21  |  b54-d38-e31  | c51-d19-e15  |
|  a54-b82-c7  |  a52-b42-d34  | a49-b71-e47  | a51-c12-d49  | a46-c24-e17  | a49-d72-e14  |  b55-c67-d39  | b49-c22-e75  |  b54-d38-e34  | c51-d19-e37  |
| a54-b82-c30  |  a52-b42-d77  | a49-b71-e63  | a51-c12-d93  | a46-c24-e77  | a49-d72-e28  |  b55-c67-d42  | b49-c22-e78  |  b54-d38-e40  |  c51-d21-e5  |
| a54-b82-c82  |  a52-b42-d85  | a49-b71-e66  |  a51-c27-d6  | a46-c67-e19  | a49-d72-e53  |  b55-c67-d44  | b49-c22-e94  |  b54-d38-e59  |  c51-d21-e6  |
|  a54-b87-c3  |  a52-b42-d95  | a49-b71-e77  |  a51-c27-d9  | a46-c67-e61  | a49-d72-e63  |  b55-c67-d54  | b49-c25-e30  |  b54-d38-e67  | c51-d21-e11  |
|  a54-b87-c7  |  a52-b42-d99  | a49-b94-e14  | a51-c27-d49  | a46-c67-e66  | a49-d79-e14  |  b55-c91-d32  | b49-c25-e50  |  b54-d38-e74  | c51-d21-e37  |
| a54-b87-c96  |  a52-b64-d28  | a49-b94-e28  | a51-c27-d58  | a46-c91-e17  | a49-d79-e28  |  b55-c91-d39  | b49-c25-e78  |  b54-d47-e34  |  c51-d22-e5  |
|  a54-b89-c3  |  a52-b64-d77  | a49-b94-e47  | a51-c45-d33  | a46-c91-e19  | a49-d79-e63  |  b55-c91-d42  | b49-c55-e21  |  b54-d47-e70  | c51-d22-e15  |
|  a54-b89-c7  |  a52-b64-d95  | a49-b94-e53  | a51-c45-d43  | a46-c91-e61  | a49-d79-e66  |  b55-c91-d44  | b49-c55-e30  |   b54-d76-e4  | c51-d22-e37  |
| a54-b89-c30  |   a52-b66-d2  | a49-b94-e63  | a51-c45-d67  | a46-c91-e66  | a49-d94-e22  |  b55-c91-d54  | b49-c55-e51  |  b54-d76-e31  | c51-d22-e96  |
| a54-b89-c64  |  a52-b66-d28  | a50-b20-e24  |  a51-c77-d6  |  a47-c20-e7  | a49-d94-e77  |  b55-c91-d56  | b49-c55-e75  |  b54-d76-e40  |  c51-d37-e5  |
| a54-b89-c82  |  a52-b66-d34  | a50-b20-e36  | a51-c77-d33  | a47-c20-e26  |  a50-d4-e36  |   b56-c20-d5  | b49-c55-e78  |  b54-d76-e67  |  c51-d37-e6  |
| a54-b89-c96  |  a52-b66-d47  | a50-b20-e41  | a51-c77-d58  | a47-c20-e62  |  a50-d4-e41  |  b56-c20-d15  | b49-c55-e94  |  b54-d76-e74  | c51-d37-e11  |
|  a54-b90-c7  |  a52-b66-d77  | a50-b20-e69  | a51-c77-d67  | a47-c20-e87  |  a50-d4-e72  |  b56-c20-d20  | b49-c56-e30  |   b54-d78-e4  | c51-d37-e15  |
| a54-b90-c30  |  a52-b66-d85  | a50-b24-e69  | a51-c81-d43  | a47-c20-e89  |  a50-d4-e90  |  b56-c20-d29  | b49-c56-e51  |  b54-d78-e40  | c51-d37-e20  |
| a54-b90-c82  |  a52-b66-d95  | a50-b24-e72  | a51-c81-d49  | a47-c20-e93  | a50-d24-e41  |  b56-c20-d56  | b49-c56-e75  |  b54-d78-e59  | c51-d37-e37  |
| a55-b21-c20  |  a52-b66-d99  | a50-b39-e69  | a51-c81-d93  |  a47-c46-e7  | a50-d24-e72  |  b56-c20-d91  | b49-c80-e21  |  b55-d32-e19  | c51-d37-e96  |
| a55-b21-c46  |   a52-b99-d2  | a50-b42-e41  |  a52-c26-d2  | a47-c46-e62  | a50-d24-e90  |  b56-c46-d20  | b49-c80-e51  |  b55-d32-e61  | c51-d45-e15  |
| a55-b21-c85  |  a52-b99-d34  | a50-b42-e69  | a52-c26-d47  | a47-c46-e89  | a50-d34-e41  |  b56-c46-d56  | b49-c80-e75  |  b55-d32-e66  | c51-d45-e20  |
| a55-b21-c92  |  a52-b99-d47  | a50-b42-e72  | a52-c33-d28  |  a47-c54-e7  | a50-d34-e72  |  b56-c46-d91  | b49-c80-e94  |  b55-d39-e19  | c51-d45-e96  |
| a55-b37-c20  |  a52-b99-d85  | a50-b48-e24  | a52-c33-d95  | a47-c54-e89  | a50-d34-e90  |  b56-c85-d15  | b49-c96-e30  |  b55-d39-e57  |  c51-d53-e5  |
| a55-b37-c46  |  a52-b99-d95  | a50-b48-e36  |  a52-c41-d2  | a47-c54-e93  | a50-d46-e24  |  b56-c85-d20  | b49-c96-e50  |  b55-d39-e61  |  c51-d53-e6  |
| a55-b37-c85  |  a52-b99-d99  | a50-b48-e41  | a52-c41-d34  |  a47-c85-e7  | a50-d46-e36  |  b56-c85-d56  | b49-c96-e78  |  b55-d39-e66  | c51-d53-e11  |
| a55-b37-c92  |   a53-b10-d1  | a50-b48-e72  | a52-c41-d47  | a47-c85-e26  | a50-d46-e41  |  b56-c85-d91  |  b50-c1-e4   |  b55-d39-e91  | c51-d53-e37  |
| a55-b45-c20  |  a53-b10-d16  | a50-b48-e90  | a52-c41-d77  | a47-c85-e62  | a50-d69-e24  |   b56-c92-d5  |  b50-c1-e31  |  b55-d42-e19  |  c51-d73-e5  |
| a55-b45-c46  |  a53-b10-d55  | a50-b66-e69  | a52-c41-d85  | a47-c85-e89  | a50-d69-e36  |  b56-c92-d15  |  b50-c1-e67  |  b55-d42-e57  |  c51-d73-e6  |
| a55-b45-c85  |  a53-b10-d88  | a50-b66-e72  | a52-c41-d95  |  a47-c92-e7  | a50-d70-e24  |  b56-c92-d20  |  b50-c1-e74  |  b55-d42-e60  | c51-d73-e20  |
| a55-b45-c92  |  a53-b16-d26  | a50-b99-e41  | a52-c41-d99  | a47-c92-e26  | a50-d70-e36  |  b56-c92-d56  |  b50-c5-e4   |  b55-d42-e61  | c51-d73-e96  |
| a55-b56-c20  |   a53-b23-d1  | a50-b99-e69  | a52-c84-d34  | a47-c92-e62  | a50-d70-e41  |  b56-c92-d91  |  b50-c5-e31  |  b55-d42-e66  |  c51-d82-e5  |
| a55-b56-c46  |  a53-b23-d16  | a50-b99-e72  | a52-c84-d77  | a47-c92-e87  | a50-d77-e41  |   b57-c2-d22  |  b50-c5-e55  |  b55-d42-e91  |  c51-d82-e6  |
| a55-b56-c85  |  a53-b23-d26  | a50-b99-e90  | a52-c84-d85  | a47-c92-e89  | a50-d77-e69  |   b57-c2-d43  |  b50-c5-e67  |  b55-d44-e19  | c51-d82-e11  |
| a55-b56-c92  |  a53-b23-d55  |  a51-b5-e32  | a52-c84-d95  | a47-c92-e93  | a50-d81-e24  |   b57-c2-d45  |  b50-c5-e74  |  b55-d44-e57  | c51-d82-e15  |
| a55-b62-c46  |  a53-b23-d88  |  a51-b5-e83  | a52-c84-d99  |  a48-c17-e5  | a50-d81-e36  |   b57-c2-d48  |  b50-c11-e4  |  b55-d44-e60  | c51-d82-e37  |
| a55-b62-c85  |  a53-b36-d26  |  a51-b5-e88  | a53-c14-d26  | a48-c17-e11  | a50-d81-e41  |   b57-c2-d50  | b50-c11-e31  |  b55-d44-e91  |  c51-d84-e5  |
| a55-b62-c92  |   a53-b70-d1  |  a51-b5-e99  |  a53-c22-d1  |  a48-c51-e5  | a50-d81-e72  |   b57-c2-d65  | b50-c11-e67  |  b55-d54-e19  |  c51-d84-e6  |
|  a56-b6-c14  |  a53-b70-d16  | a51-b15-e32  | a53-c22-d16  |  a48-c51-e6  | a50-d81-e90  |   b57-c2-d86  | b50-c11-e74  |  b55-d54-e57  | c51-d84-e20  |
|  a56-b6-c34  |  a53-b70-d55  | a51-b15-e83  | a53-c22-d26  | a48-c51-e11  | a50-d85-e36  |  b57-c19-d22  |  b50-c21-e4  |  b55-d54-e61  | c51-d84-e96  |
|  a56-b6-c58  |  a53-b70-d88  | a51-b15-e88  | a53-c22-d55  | a48-c51-e96  | a50-d85-e41  |  b57-c19-d43  | b50-c21-e31  |  b55-d54-e66  |  c51-d86-e5  |
| a56-b16-c14  |   a53-b75-d1  | a51-b15-e99  | a53-c22-d88  |  a48-c59-e5  | a50-d85-e69  |  b57-c19-d45  | b50-c21-e55  |  b55-d54-e91  |  c51-d86-e6  |
| a56-b36-c14  |  a53-b75-d16  | a51-b61-e32  |  a53-c29-d1  |  a48-c59-e6  | a50-d85-e72  |  b57-c19-d48  | b50-c21-e67  |   b56-d5-e26  | c51-d86-e11  |
|  a56-b44-c5  |  a53-b75-d26  | a51-b61-e45  | a53-c29-d16  | a48-c59-e11  | a50-d85-e90  |  b57-c19-d50  | b50-c21-e74  |   b56-d5-e87  | c51-d86-e15  |
| a56-b44-c14  |  a53-b75-d88  | a51-b61-e83  | a53-c29-d26  | a48-c59-e96  | a50-d95-e69  |  b57-c19-d65  |  b50-c48-e4  |   b56-d5-e89  | c51-d86-e20  |
| a56-b44-c21  |   a53-b80-d1  | a51-b61-e88  | a53-c29-d55  |  a48-c97-e5  | a50-d95-e72  |  b57-c19-d86  | b50-c48-e31  |   b56-d5-e93  | c51-d86-e37  |
| a56-b44-c34  |  a53-b80-d16  | a51-b61-e99  | a53-c29-d88  |  a48-c97-e6  | a50-d99-e41  |  b57-c28-d13  | b50-c48-e67  |   b56-d15-e7  | c51-d86-e96  |
| a56-b44-c58  |  a53-b80-d26  | a51-b85-e45  |  a53-c32-d1  | a48-c97-e11  | a50-d99-e69  |  b57-c28-d45  | b50-c48-e74  |  b56-d15-e26  |  c51-d87-e5  |
|  a56-b50-c5  |  a53-b80-d88  | a51-b85-e83  | a53-c32-d16  |  a49-c4-e14  | a50-d99-e72  |  b57-c28-d48  | b50-c58-e25  |  b56-d15-e62  |  c51-d87-e6  |
| a56-b50-c21  |   a53-b97-d1  | a51-b85-e88  | a53-c32-d26  |  a49-c4-e28  | a50-d100-e36 |  b57-c28-d50  | b50-c58-e31  |  b56-d15-e87  | c51-d87-e11  |
| a56-b50-c58  |  a53-b97-d16  | a51-b85-e99  | a53-c32-d55  |  a49-c4-e53  | a50-d100-e41 |  b57-c28-d65  | b50-c58-e55  |  b56-d15-e89  | c51-d87-e37  |
|  a56-b60-c5  |  a53-b97-d26  |  a52-b9-e1   | a53-c32-d88  |  a49-c4-e63  | a50-d100-e72 |  b57-c31-d13  | b50-c58-e67  |  b56-d15-e93  |  c51-d97-e5  |
| a56-b60-c14  |  a53-b97-d88  |  a52-b9-e28  |  a53-c50-d1  |  a49-c4-e66  | a50-d100-e90 |  b57-c31-d22  | b50-c58-e74  |   b56-d20-e7  |  c51-d97-e6  |
| a56-b60-c21  |  a54-b26-d11  |  a52-b9-e34  | a53-c50-d16  | a49-c15-e28  |  a51-d6-e32  |  b57-c31-d43  |  b50-c66-e4  |  b56-d20-e26  | c51-d97-e11  |
| a56-b60-c58  |  a54-b26-d12  |  a52-b9-e35  | a53-c50-d26  | a49-c15-e47  |  a51-d6-e83  |  b57-c31-d45  | b50-c66-e31  |  b56-d20-e62  | c51-d97-e15  |
|  a56-b78-c5  |  a54-b26-d30  |  a52-b9-e69  | a53-c50-d55  | a49-c15-e53  |  a51-d6-e88  |  b57-c31-d48  | b50-c66-e67  |  b56-d20-e87  | c51-d97-e20  |
| a56-b78-c14  |  a54-b26-d62  |  a52-b9-e71  | a53-c50-d88  | a49-c15-e63  |  a51-d6-e99  |  b57-c31-d50  | b50-c66-e74  |  b56-d20-e89  | c51-d97-e37  |
| a56-b78-c58  |  a54-b34-d30  | a52-b17-e28  |  a53-c55-d1  | a49-c23-e14  |  a51-d9-e32  |  b57-c31-d65  |  b51-c38-e4  |  b56-d20-e93  | c51-d97-e96  |
|  a56-b79-c5  |  a54-b34-d62  | a52-b17-e35  | a53-c55-d16  | a49-c23-e66  |  a51-d9-e45  |  b57-c31-d86  | b51-c38-e40  |  b56-d29-e26  |  c52-d36-e4  |
| a56-b79-c21  |  a54-b34-d75  | a52-b17-e69  | a53-c55-d26  | a49-c23-e77  |  a51-d9-e83  |  b57-c51-d22  | b51-c38-e59  |  b56-d29-e87  | c52-d36-e34  |
| a56-b79-c58  |  a54-b63-d11  | a52-b17-e71  | a53-c55-d88  | a49-c37-e22  | a51-d33-e32  |  b57-c51-d45  | b51-c40-e13  |  b56-d29-e89  | c52-d36-e40  |
|  a56-b86-c5  |  a54-b63-d30  | a52-b18-e16  |  a53-c72-d1  | a49-c37-e77  | a51-d33-e83  |  b57-c51-d86  | b51-c40-e65  |  b56-d29-e93  | c52-d36-e59  |
| a56-b86-c21  |  a54-b63-d62  | a52-b18-e34  | a53-c72-d16  | a49-c39-e22  | a51-d33-e88  |  b57-c53-d13  |  b51-c52-e4  |   b56-d56-e7  | c52-d36-e67  |
| a56-b86-c58  |  a54-b63-d75  | a52-b18-e38  | a53-c72-d26  | a49-c39-e47  | a51-d33-e99  |  b57-c53-d22  | b51-c52-e40  |  b56-d56-e62  |  c52-d38-e4  |
|  a56-b98-c5  |  a54-b63-d96  | a52-b18-e39  | a53-c72-d55  | a49-c39-e53  | a51-d43-e88  |  b57-c53-d45  | b51-c52-e59  |  b56-d56-e89  | c52-d38-e34  |
| a56-b98-c21  |  a54-b82-d11  | a52-b18-e56  | a53-c72-d88  | a49-c39-e63  | a51-d43-e99  |  b57-c53-d48  |  b51-c68-e4  |   b56-d91-e7  | c52-d38-e40  |
| a56-b98-c58  |  a54-b82-d30  | a52-b18-e69  |  a53-c75-d1  | a49-c42-e22  | a51-d49-e45  |  b57-c53-d50  | b51-c68-e40  |  b56-d91-e26  | c52-d38-e59  |
|  a57-b6-c14  |  a54-b82-d62  | a52-b18-e70  | a53-c75-d16  | a49-c42-e77  | a51-d49-e83  |  b57-c53-d65  | b51-c68-e59  |  b56-d91-e62  | c52-d38-e67  |
|  a57-b6-c34  |  a54-b82-d75  | a52-b18-e72  | a53-c75-d26  | a49-c65-e22  | a51-d58-e32  |  b57-c53-d86  |  b51-c93-e4  |  b56-d91-e87  | c52-d38-e74  |
|  a57-b6-c56  |  a54-b82-d96  | a52-b24-e16  | a53-c75-d55  | a49-c65-e47  | a51-d58-e83  |  b57-c81-d13  | b51-c93-e40  |  b56-d91-e89  |  c52-d76-e4  |
|  a57-b6-c80  |  a54-b87-d11  | a52-b24-e28  | a53-c75-d88  | a49-c65-e53  | a51-d67-e32  |  b57-c81-d22  | b51-c93-e59  |  b56-d91-e93  | c52-d76-e40  |
| a57-b16-c14  |  a54-b87-d30  | a52-b24-e69  |  a53-c80-d1  | a49-c65-e63  | a51-d67-e83  |  b57-c81-d43  |  b52-c11-e1  |  b57-d13-e29  | c52-d76-e67  |
| a57-b16-c55  |  a54-b87-d96  | a52-b24-e71  | a53-c80-d16  | a49-c95-e14  | a51-d67-e88  |  b57-c81-d45  |  b52-c11-e4  |  b57-d13-e68  | c52-d76-e74  |
| a57-b16-c56  |  a54-b89-d11  | a52-b24-e72  | a53-c80-d26  | a49-c95-e22  | a51-d67-e99  |  b57-c81-d48  | b52-c11-e34  |  b57-d22-e15  |  c52-d78-e4  |
| a57-b16-c72  |  a54-b89-d30  | a52-b39-e28  | a53-c80-d55  | a49-c95-e47  | a51-d93-e45  |  b57-c81-d50  | b52-c11-e35  |  b57-d22-e68  | c52-d78-e40  |
| a57-b16-c80  |  a54-b89-d62  | a52-b39-e69  | a53-c80-d88  | a49-c95-e77  |  a52-d2-e16  |  b57-c81-d65  | b52-c11-e40  |  b57-d22-e96  | c52-d78-e59  |
| a57-b23-c14  |  a54-b89-d75  | a52-b39-e71  |  a54-c3-d11  | a50-c41-e41  |  a52-d2-e34  |  b57-c88-d13  | b52-c11-e59  |  b57-d22-e97  | c53-d13-e18  |
| a57-b23-c55  |  a54-b89-d96  | a52-b42-e69  |  a54-c3-d30  | a50-c41-e69  |  a52-d2-e38  |  b57-c88-d22  | b52-c11-e67  |  b57-d43-e15  | c53-d13-e29  |
| a57-b23-c72  |  a54-b90-d62  | a52-b42-e71  |  a54-c3-d96  | a50-c41-e72  |  a52-d2-e39  |  b57-c88-d45  |  b52-c15-e1  |  b57-d43-e68  | c53-d13-e52  |
| a57-b23-c80  |  a54-b90-d75  | a52-b42-e72  |  a54-c7-d11  | a50-c41-e90  |  a52-d2-e56  |  b57-c88-d48  | b52-c15-e10  |  b57-d43-e97  | c53-d13-e64  |
| a57-b32-c34  |  a55-b21-d15  | a52-b64-e28  |  a54-c7-d30  | a50-c61-e36  |  a52-d2-e69  |  b57-c88-d50  | b52-c15-e34  |  b57-d45-e15  | c53-d13-e68  |
| a57-b32-c56  |  a55-b21-d20  | a52-b64-e35  |  a54-c7-d62  | a50-c61-e41  |  a52-d2-e70  |  b57-c88-d86  | b52-c15-e35  |  b57-d45-e29  | c53-d22-e15  |
